time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
430681.036850	27.556698	0.009691	2.843441	242
430682.083980	23.674738	0.009661	2.450580	243
430683.132252	23.250759	0.009683	2.401218	244
430684.147335	25.163067	0.009676	2.600628	245
430685.196787	26.779699	0.009682	2.765970	246
430686.245050	23.002209	0.009681	2.376028	247
430687.295498	26.640842	0.009685	2.750719	248
430688.308939	25.424080	0.009681	2.626095	249
430689.390697	24.152063	0.009692	2.492079	250
430690.406647	21.724237	0.009680	2.244317	251
430691.455471	27.990232	0.009678	2.892164	252
430692.471815	28.474218	0.009674	2.943405	253
430693.552604	21.120178	0.009660	2.186292	254
430694.568556	22.329014	0.009657	2.312238	255
430695.617126	25.432287	0.009676	2.628368	0
430696.665664	22.437920	0.009677	2.318567	1
430697.713899	21.979124	0.009678	2.270942	2
430698.731441	26.725510	0.009678	2.761493	3
430699.778367	26.023474	0.009679	2.688773	4
430700.828783	23.670359	0.009677	2.446115	5
430701.875706	22.510101	0.009675	2.326545	6
430702.923961	19.290340	0.009682	1.992367	7
430703.973611	21.051455	0.009675	2.175906	8
430704.988470	20.193998	0.009660	2.090390	9
430706.036770	25.191635	0.009701	2.596768	10
430707.054237	25.787466	0.009679	2.664186	11
430708.133892	22.674217	0.009702	2.337171	12
430709.154153	21.206882	0.009663	2.194540	13
430710.231628	17.842861	0.009677	1.843792	14
430711.246384	19.721304	0.009669	2.039636	15
430712.300275	21.735661	0.009657	2.250830	16
430713.312096	23.662916	0.009665	2.448227	17
430714.392915	18.687105	0.009679	1.930607	18
430715.409574	19.837421	0.009692	2.046777	19
430716.457739	20.969164	0.009673	2.167878	20
430717.496054	20.404263	0.009671	2.109889	21
430718.554253	18.122513	0.009697	1.868957	22
430719.570146	22.199406	0.009684	2.292388	23
430720.618412	22.707932	0.009694	2.342386	24
430721.634680	25.295815	0.009676	2.614295	25
430722.716493	18.498060	0.009671	1.912768	26
430723.734443	21.210388	0.009689	2.189175	27
430724.780984	24.467884	0.009666	2.531374	28
430725.795987	26.743538	0.009676	2.764007	29
430726.877731	20.464617	0.009675	2.115230	30
430727.893668	20.512388	0.009657	2.124049	31
430728.975698	18.195780	0.009690	1.877864	32
430729.996821	16.761290	0.009674	1.732653	33
430731.040712	22.105217	0.009676	2.284596	34
430732.055003	21.339382	0.009673	2.206012	35
430733.111837	22.908527	0.009697	2.362406	36
430734.152904	19.022036	0.009698	1.961492	37
430735.200338	18.005960	0.009698	1.856606	38
430736.249862	16.439770	0.009690	1.696484	39
430737.263863	23.909859	0.009675	2.471318	40
430738.315856	21.327538	0.009673	2.204961	41
430739.362208	19.713333	0.009682	2.036175	42
430740.410000	18.203646	0.009671	1.882290	43
430741.458767	17.779491	0.009692	1.834523	44
430742.474663	20.620626	0.009683	2.129494	45
430743.525062	21.569031	0.009673	2.229801	46
430744.539411	25.418756	0.009677	2.626815	47
430745.641662	14.794703	0.009657	1.532006	48
430746.623228	23.031034	0.009665	2.382934	49
430747.718030	16.034128	0.009675	1.657190	50
430748.700482	24.332670	0.009698	2.509012	51
430749.782223	20.571976	0.009683	2.124542	52
430750.799778	19.301386	0.009673	1.995287	53
430751.880001	17.199078	0.009667	1.779245	54
430752.896014	15.616948	0.009693	1.611205	55
430753.943295	20.408474	0.009704	2.103170	56
430754.959244	20.865955	0.009696	2.151958	57
430756.041319	21.019014	0.009675	2.172477	58
430757.057310	36.646679	0.009697	3.779284	59
430758.107205	21.289703	0.009681	2.199109	60
430759.121794	20.466082	0.009669	2.116634	61
430760.202599	17.167700	0.009676	1.774193	62
430761.218559	17.040770	0.009671	1.762034	63
430762.271112	20.948917	0.009663	2.167986	64
430763.284377	21.425323	0.009658	2.218488	65
430764.363648	17.189936	0.009693	1.773493	66
430765.379572	17.351759	0.009696	1.789625	67
430766.429040	22.694025	0.009660	2.349172	68
430767.445580	22.435991	0.009683	2.317084	69
430768.525630	17.642370	0.009651	1.827999	70
430769.561858	13.495749	0.009671	1.395433	71
430770.622395	14.567560	0.009693	1.502949	72
430771.605995	24.010197	0.009656	2.486682	73
430772.662241	24.162853	0.009679	2.496468	74
430773.703920	21.175135	0.009665	2.190959	75
430774.750990	21.214853	0.009660	2.196114	76
430775.802055	16.345932	0.009678	1.688904	77
430776.848836	15.976186	0.009688	1.649147	78
430777.863138	23.129984	0.009685	2.388258	79
430778.913367	19.767206	0.009669	2.044368	80
430779.961603	18.642122	0.009678	1.926257	81
430781.011735	16.405468	0.009677	1.695271	82
430782.026427	22.224854	0.009674	2.297427	83
430783.074682	22.962374	0.009657	2.377681	84
430784.123277	17.439915	0.009676	1.802342	85
430785.172083	20.488483	0.009674	2.117910	86
430786.188016	19.525667	0.009670	2.019110	87
430787.268580	16.202507	0.009686	1.672772	88
430788.286006	14.677928	0.009677	1.516856	89
430789.332143	20.796370	0.009713	2.141196	90
430790.348786	20.878725	0.009702	2.151981	91
430791.429913	16.775766	0.009698	1.729776	92
430792.447236	16.229950	0.009690	1.674953	93
430793.519667	14.995067	0.009693	1.547022	94
430794.510602	21.694372	0.009678	2.241615	95
430795.612449	12.902757	0.009674	1.333757	96
430796.610175	16.088434	0.009668	1.664008	97
430797.688843	13.812257	0.009685	1.426197	98
430798.674103	21.270638	0.009669	2.199927	99
430799.753299	16.988308	0.009689	1.753296	100
430800.769224	17.068798	0.009656	1.767619	101
430801.826893	18.880077	0.009668	1.952890	102
430802.868188	12.807635	0.009672	1.324264	103
430803.915362	18.286995	0.009671	1.890866	104
430804.931303	18.181902	0.009659	1.882371	105
430806.012386	14.234662	0.009672	1.471728	106
430807.028342	13.864316	0.009672	1.433472	107
430808.076558	16.818531	0.009673	1.738683	108
430809.096127	17.874195	0.009675	1.847372	109
430810.140774	21.224958	0.009680	2.192646	110
430811.189316	16.508081	0.009695	1.702720	111
430812.238924	16.055784	0.009686	1.657688	112
430813.285839	14.016486	0.009673	1.449050	113
430814.302911	20.499233	0.009665	2.120875	114
430815.328840	25.161028	0.009670	2.601961	115
430816.399707	15.079175	0.009672	1.559062	116
430817.449373	13.451675	0.009686	1.388779	117
430818.496497	12.414188	0.009696	1.280398	118
430819.512424	16.611849	0.009685	1.715255	119
430820.560702	16.721464	0.009688	1.726049	120
430821.610104	13.440701	0.009659	1.391570	121
430822.660246	14.302339	0.009675	1.478227	122
430823.673748	16.304613	0.009697	1.681385	123
